smsid,publicationName,issn,issncut,eissn,scienceMetrixDomain,scienceMetrixField,scienceMetrixSubfield,scienceMatrixSubfieldId
"105798","Journal of Communications and Networks","1229-2370","12292370","","Applied Sciences","Information & Communication Technologies","Networking & Telecommunications","37"
"115403","Journal of Communications Technology and Electronics","1064-2269","10642269","1555-6557","Applied Sciences","Information & Communication Technologies","Networking & Telecommunications","37"
"104272","Journal of Electromagnetic Waves and Applications","0920-5071","09205071","1569-3937","Applied Sciences","Information & Communication Technologies","Networking & Telecommunications","37"
"108574","Journal of Electronics (China)","0217-9822","02179822","1993-0615","Applied Sciences","Information & Communication Technologies","Networking & Telecommunications","37"
"105328","Journal of High Speed Networks","0926-6801","09266801","","Applied Sciences","Information & Communication Technologies","Networking & Telecommunications","37"
"123333","Journal of Internet Technology","1607-9264","16079264","","Applied Sciences","Information & Communication Technologies","Networking & Telecommunications","37"
"115774","Journal of Network and Computer Applications","1084-8045","10848045","1095-8592","Applied Sciences","Information & Communication Technologies","Networking & Telecommunications","37"
"113851","Journal of Network and Systems Management","1064-7570","10647570","1573-7705","Applied Sciences","Information & Communication Technologies","Networking & Telecommunications","37"
"112169","Journal of the Communications Network","1477-4739","14774739","","Applied Sciences","Information & Communication Technologies","Networking & Telecommunications","37"
"127650","Journal of the National Institute of Information and Communications Technology","1349-3205","13493205","","Applied Sciences","Information & Communication Technologies","Networking & Telecommunications","37"
"116367","Journal of VLSI signal processing systems for signal, image, and video technology","1387-5485","13875485","1573-0506","Applied Sciences","Information & Communication Technologies","Networking & Telecommunications","37"
"100217","Metamaterials","1873-1988","18731988","","Applied Sciences","Information & Communication Technologies","Networking & Telecommunications","37"
"114661","Microwave and Optical Technology Letters","0895-2477","08952477","1098-2760","Applied Sciences","Information & Communication Technologies","Networking & Telecommunications","37"
"127714","Microwave Engineering Europe","0960-667X","0960667X","","Applied Sciences","Information & Communication Technologies","Networking & Telecommunications","37"
"112056","Microwave Journal","0192-6225","01926225","","Applied Sciences","Information & Communication Technologies","Networking & Telecommunications","37"
"100309","Microwaves and RF","0745-2993","07452993","","Applied Sciences","Information & Communication Technologies","Networking & Telecommunications","37"
"116416","Mobile Networks and Applications","1383-469X","1383469X","1572-8153","Applied Sciences","Information & Communication Technologies","Networking & Telecommunications","37"
"112861","Nanjing Youdian Daxue Xuebao (Ziran Kexue Ban)/Journal of Nanjing University ofPosts and Telecommunications (Natural Science)","1673-5439","16735439","","Applied Sciences","Information & Communication Technologies","Networking & Telecommunications","37"
"124549","NTT R and D","0915-2326","09152326","","Applied Sciences","Information & Communication Technologies","Networking & Telecommunications","37"
"116210","NTT Technical Review","1348-3447","13483447","","Applied Sciences","Information & Communication Technologies","Networking & Telecommunications","37"
"105618","Performance Evaluation","0166-5316","01665316","","Applied Sciences","Information & Communication Technologies","Networking & Telecommunications","37"
"101826","Pervasive and Mobile Computing","1574-1192","15741192","","Applied Sciences","Information & Communication Technologies","Networking & Telecommunications","37"
"124131","Potentials","0278-6648","02786648","","Applied Sciences","Information & Communication Technologies","Networking & Telecommunications","37"
"126291","Printed Circuit Design and Manufacture","1543-6527","15436527","","Applied Sciences","Information & Communication Technologies","Networking & Telecommunications","37"
"119060","Progress in Electromagnetics Research","1070-4698","10704698","","Applied Sciences","Information & Communication Technologies","Networking & Telecommunications","37"
"117593","Progress in Electromagnetics Research B","1937-6472","19376472","","Applied Sciences","Information & Communication Technologies","Networking & Telecommunications","37"
"128812","Progress in Informatics","1349-8614","13498614","1349-8606","Applied Sciences","Information & Communication Technologies","Networking & Telecommunications","37"
"105502","Radioengineering","1210-2512","12102512","","Applied Sciences","Information & Communication Technologies","Networking & Telecommunications","37"
"111359","Radiotekhnika i Elektronika","0033-8494","00338494","","Applied Sciences","Information & Communication Technologies","Networking & Telecommunications","37"
"131311","Recent Advances in Signal Processing and Communications","","","","Applied Sciences","Information & Communication Technologies","Networking & Telecommunications","37"
"124170","Shu Ju Cai Ji Yu Chu Li/Journal of Data Acquisition and Processing","1004-9037","10049037","","Applied Sciences","Information & Communication Technologies","Networking & Telecommunications","37"
"118647","Signal Processing","0165-1684","01651684","","Applied Sciences","Information & Communication Technologies","Networking & Telecommunications","37"
"101333","Space communications","0924-8625","09248625","","Applied Sciences","Information & Communication Technologies","Networking & Telecommunications","37"
"115042","Telecommunication Systems","1018-4864","10184864","1572-9451","Applied Sciences","Information & Communication Technologies","Networking & Telecommunications","37"
"102089","Telecommunications and Radio Engineering","0040-2508","00402508","1943-6009","Applied Sciences","Information & Communication Technologies","Networking & Telecommunications","37"
"106611","The Bell System technical journal","0005-8580","00058580","","Applied Sciences","Information & Communication Technologies","Networking & Telecommunications","37"
"123354","The Journal of China Universities of Posts and Telecommunications","1005-8885","10058885","","Applied Sciences","Information & Communication Technologies","Networking & Telecommunications","37"
"121117","Tien Tzu Hsueh Pao/Acta Electronica Sinica","0372-2112","03722112","","Applied Sciences","Information & Communication Technologies","Networking & Telecommunications","37"
"129717","Tongxin Xuebao/Journal on Communication","1000-436X","1000436X","","Applied Sciences","Information & Communication Technologies","Networking & Telecommunications","37"
"106366","Turkish Journal of Electrical Engineering and Computer Sciences","1300-0632","13000632","1303-6203","Applied Sciences","Information & Communication Technologies","Networking & Telecommunications","37"
"111227","Wireless Communications & Mobile Computing","1530-8669","15308669","1530-8677","Applied Sciences","Information & Communication Technologies","Networking & Telecommunications","37"
"101426","Wireless Networks","1022-0038","10220038","1572-8196","Applied Sciences","Information & Communication Technologies","Networking & Telecommunications","37"
"109834","Wireless Personal Communications","0929-6212","09296212","1572-834X","Applied Sciences","Information & Communication Technologies","Networking & Telecommunications","37"
"121451","WSEAS Transactions on Communications","1109-2742","11092742","","Applied Sciences","Information & Communication Technologies","Networking & Telecommunications","37"
"121407","Xi Tong Gong Cheng Yu Dian Zi Ji Shu/Systems Engineering and Electronics","1001-506X","1001506X","","Applied Sciences","Information & Communication Technologies","Networking & Telecommunications","37"
"121748","Xitong Fangzhen Xuebao/Acta Simulata Systematica Sinica","1004-731X","1004731X","","Applied Sciences","Information & Communication Technologies","Networking & Telecommunications","37"
"140119","ACM SIGGRAPH Computer Graphics","0097-8930","00978930","","Applied Sciences","Information & Communication Technologies","Software Engineering","38"
"110877","ACM SIGPLAN Notices","0362-1340","03621340","1523-2867","Applied Sciences","Information & Communication Technologies","Software Engineering","38"
"101584","ACM Transactions on Graphics","0730-0301","07300301","1557-7368","Applied Sciences","Information & Communication Technologies","Software Engineering","38"
"100056","ACM Transactions on Programming Languages and Systems","0164-0925","01640925","1558-4593","Applied Sciences","Information & Communication Technologies","Software Engineering","38"
"108958","ACM Transactions on Software Engineering and Methodology","1049-331X","1049331X","1557-7392","Applied Sciences","Information & Communication Technologies","Software Engineering","38"
"116666","Annals of Software Engineering","1022-7091","10227091","","Applied Sciences","Information & Communication Technologies","Software Engineering","38"
"102869","Automated Software Engineering","0928-8910","09288910","1573-7535","Applied Sciences","Information & Communication Technologies","Software Engineering","38"
"132484","Computer","0018-9162","00189162","","Applied Sciences","Information & Communication Technologies","Software Engineering","38"
"107602","Computer Aided Geometric Design","0167-8396","01678396","","Applied Sciences","Information & Communication Technologies","Software Engineering","38"
"118592","Computer Animation and Virtual Worlds","1546-4261","15464261","1546-427X","Applied Sciences","Information & Communication Technologies","Software Engineering","38"
"106821","Computer Graphics Forum","0167-7055","01677055","1467-8659","Applied Sciences","Information & Communication Technologies","Software Engineering","38"
"113479","Computer Languages","0096-0551","00960551","","Applied Sciences","Information & Communication Technologies","Software Engineering","38"
"109072","Computer Languages, Systems and Structures","1477-8424","14778424","","Applied Sciences","Information & Communication Technologies","Software Engineering","38"
"109842","Computers & Graphics","0097-8493","00978493","","Applied Sciences","Information & Communication Technologies","Software Engineering","38"
"123165","Computers in Entertainment","1544-3574","15443574","","Applied Sciences","Information & Communication Technologies","Software Engineering","38"
"110129","Concurrent Systems Engineering Series","1383-7575","13837575","","Applied Sciences","Information & Communication Technologies","Software Engineering","38"
"131154","CrossTalk","","","","Applied Sciences","Information & Communication Technologies","Software Engineering","38"
"129175","Cutter IT Journal","1522-7383","15227383","","Applied Sciences","Information & Communication Technologies","Software Engineering","38"
"101570","Empirical Software Engineering","1382-3256","13823256","1573-7616","Applied Sciences","Information & Communication Technologies","Software Engineering","38"
"115560","Graphical Models","1524-0703","15240703","1524-0711","Applied Sciences","Information & Communication Technologies","Software Engineering","38"
"109360","Higher-Order and Symbolic Computation","1388-3690","13883690","1573-0557","Applied Sciences","Information & Communication Technologies","Software Engineering","38"
"110540","IEEE Computer Graphics and Applications","0272-1716","02721716","","Applied Sciences","Information & Communication Technologies","Software Engineering","38"
"107620","IEEE Multimedia","1070-986X","1070986X","","Applied Sciences","Information & Communication Technologies","Software Engineering","38"
"115507","IEEE Software","0740-7459","07407459","","Applied Sciences","Information & Communication Technologies","Software Engineering","38"
"100085","IEEE Transactions on Software Engineering","0098-5589","00985589","","Applied Sciences","Information & Communication Technologies","Software Engineering","38"
"107493","IEEE Transactions on Visualization and Computer Graphics","1077-2626","10772626","","Applied Sciences","Information & Communication Technologies","Software Engineering","38"
"122766","IET Software","1751-8806","17518806","","Applied Sciences","Information & Communication Technologies","Software Engineering","38"
"123051","Informatik - Forschung und Entwicklung","0178-3564","01783564","0949-2925","Applied Sciences","Information & Communication Technologies","Software Engineering","38"
"103659","Information and Software Technology","0950-5849","09505849","","Applied Sciences","Information & Communication Technologies","Software Engineering","38"
"129824","Information Visualization","1473-8716","14738716","1473-8724","Applied Sciences","Information & Communication Technologies","Software Engineering","38"
"128695","Innovations in Systems and Software Engineering","1614-5046","16145046","1614-5054","Applied Sciences","Information & Communication Technologies","Software Engineering","38"
"127141","International Journal of Computational Science and Engineering","1742-7185","17427185","1742-7193","Applied Sciences","Information & Communication Technologies","Software Engineering","38"
"102304","International Journal of Shape Modeling","0218-6543","02186543","1793-639X","Applied Sciences","Information & Communication Technologies","Software Engineering","38"
"101322","International Journal of Software Engineering & Knowledge Engineering","0218-1940","02181940","1793-6403","Applied Sciences","Information & Communication Technologies","Software Engineering","38"
"100945","International Journal on Software Tools for Technology Transfer","1433-2779","14332779","1433-2787","Applied Sciences","Information & Communication Technologies","Software Engineering","38"
"117015","Jisuanji Xuebao/Chinese Journal of Computers","0254-4164","02544164","","Applied Sciences","Information & Communication Technologies","Software Engineering","38"
"111240","Jisuanji Yanjiu yu Fazhan/Computer Research and Development","1000-1239","10001239","","Applied Sciences","Information & Communication Technologies","Software Engineering","38"
"115692","JOOP - Journal of Object-Oriented Programming","0896-8438","08968438","","Applied Sciences","Information & Communication Technologies","Software Engineering","38"
"142994","Joop-Journal of Object-Oriented Programming","1097-1408","10971408","","Applied Sciences","Information & Communication Technologies","Software Engineering","38"
"106464","Journal of Computer Science and Technology","1000-9000","10009000","1860-4749","Applied Sciences","Information & Communication Technologies","Software Engineering","38"
"105664","Journal of Functional Programming","0956-7968","09567968","1469-7653","Applied Sciences","Information & Communication Technologies","Software Engineering","38"
"109529","Journal of Information Science and Engineering","1016-2364","10162364","","Applied Sciences","Information & Communication Technologies","Software Engineering","38"
"122392","Journal of Integrated Design and Process Science","1092-0617","10920617","","Applied Sciences","Information & Communication Technologies","Software Engineering","38"
"108888","Journal of Object Technology","1660-1769","16601769","","Applied Sciences","Information & Communication Technologies","Software Engineering","38"
"108794","Journal of Software Maintenance and Evolution: Research and Practice","1532-060X","1532060X","1532-0618","Applied Sciences","Information & Communication Technologies","Software Engineering","38"
"115707","Journal of Systems and Software","0164-1212","01641212","","Applied Sciences","Information & Communication Technologies","Software Engineering","38"
"108569","Journal of Visual Languages and Computing","1045-926X","1045926X","1095-8533","Applied Sciences","Information & Communication Technologies","Software Engineering","38"
"106389","Journal of Visualization and Computer Animation","1049-8907","10498907","1099-1778","Applied Sciences","Information & Communication Technologies","Software Engineering","38"
"108554","Multimedia Tools and Applications","1380-7501","13807501","1573-7721","Applied Sciences","Information & Communication Technologies","Software Engineering","38"
"111051","Requirements Engineering","0947-3602","09473602","1432-010X","Applied Sciences","Information & Communication Technologies","Software Engineering","38"
"115392","Ruan Jian Xue Bao/Journal of Software","1000-9825","10009825","","Applied Sciences","Information & Communication Technologies","Software Engineering","38"
"123953","Science in China, Series F: Information Sciences","1009-2757","10092757","1862-2836","Applied Sciences","Information & Communication Technologies","Software Engineering","38"
"100546","Science of Computer Programming","0167-6423","01676423","","Applied Sciences","Information & Communication Technologies","Software Engineering","38"
"118840","Software and Systems Modeling","1619-1366","16191366","1619-1374","Applied Sciences","Information & Communication Technologies","Software Engineering","38"
"111854","Software Process: Improvement and Practice","1077-4866","10774866","1099-1670","Applied Sciences","Information & Communication Technologies","Software Engineering","38"
"108521","Software Quality Journal","0963-9314","09639314","1573-1367","Applied Sciences","Information & Communication Technologies","Software Engineering","38"
"112148","Software Testing, Verification & Reliability","0960-0833","09600833","1099-1689","Applied Sciences","Information & Communication Technologies","Software Engineering","38"
"100198","Software:Practice and Experience","0038-0644","00380644","1097-024X","Applied Sciences","Information & Communication Technologies","Software Engineering","38"
"100509","The Visual Computer","0178-2789","01782789","1432-2315","Applied Sciences","Information & Communication Technologies","Software Engineering","38"
"110583","American Communication Journal","1532-5865","15325865","","Arts & Humanities","Communication & Textual Studies","Communication & Media Studies","39"
"127061","Camera Obscura","0270-5346","02705346","1529-1510","Arts & Humanities","Communication & Textual Studies","Communication & Media Studies","39"
"131354","Cinema Journal","0009-7101","00097101","1527-2087","Arts & Humanities","Communication & Textual Studies","Communication & Media Studies","39"
"102209","Communication Education","0363-4523","03634523","1479-5795","Arts & Humanities","Communication & Textual Studies","Communication & Media Studies","39"
"115605","Communication Reports","0893-4215","08934215","1745-1043","Arts & Humanities","Communication & Textual Studies","Communication & Media Studies","39"
"109826","Communication Research","0093-6502","00936502","1552-3810","Arts & Humanities","Communication & Textual Studies","Communication & Media Studies","39"
"115718","Communication Theory","1050-3293","10503293","1468-2885","Arts & Humanities","Communication & Textual Studies","Communication & Media Studies","39"
"116784","Communications","0341-2059","03412059","1613-4087","Arts & Humanities","Communication & Textual Studies","Communication & Media Studies","39"
"112584","Communications Monograph","0363-7751","03637751","1479-5787","Arts & Humanities","Communication & Textual Studies","Communication & Media Studies","39"
"140046","Continuum: Journal of Media & Cultural Studies","1030-4312","10304312","1469-3666","Arts & Humanities","Communication & Textual Studies","Communication & Media Studies","39"
"117520","Convergence","1354-8565","13548565","1748-7382","Arts & Humanities","Communication & Textual Studies","Communication & Media Studies","39"
"134336","Critical Studies in Mass Communication","0739-3180","07393180","","Arts & Humanities","Communication & Textual Studies","Communication & Media Studies","39"
"114875","Critical Studies in Media Communication","1529-5036","15295036","1479-5809","Arts & Humanities","Communication & Textual Studies","Communication & Media Studies","39"
"105038","European Journal of Communication","0267-3231","02673231","1460-3705","Arts & Humanities","Communication & Textual Studies","Communication & Media Studies","39"
"110208","European Journal of Cultural Studies","1367-5494","13675494","1460-3551","Arts & Humanities","Communication & Textual Studies","Communication & Media Studies","39"
"123733","Film History","0892-2160","08922160","1553-3905","Arts & Humanities","Communication & Textual Studies","Communication & Media Studies","39"
"118323","Game Studies","1604-7982","16047982","","Arts & Humanities","Communication & Textual Studies","Communication & Media Studies","39"
"102587","Games and Culture","1555-4120","15554120","1555-4139","Arts & Humanities","Communication & Textual Studies","Communication & Media Studies","39"
"119379","Gazette","0031-0573","00310573","","Arts & Humanities","Communication & Textual Studies","Communication & Media Studies","39"
"104660","Global Media and Communication","1742-7665","17427665","1742-7673","Arts & Humanities","Communication & Textual Studies","Communication & Media Studies","39"
"101053","Harvard International Journal of Press/Politics","1081-180X","1081180X","1531-328X","Arts & Humanities","Communication & Textual Studies","Communication & Media Studies","39"
"139678","Hermès","0767-9513","07679513","","Arts & Humanities","Communication & Textual Studies","Communication & Media Studies","39"
"129726","Historical Journal of Film, Radio and Television","0143-9685","01439685","1465-3451","Arts & Humanities","Communication & Textual Studies","Communication & Media Studies","39"
"102129","Howard Journal of Communications","1064-6175","10646175","1096-4649","Arts & Humanities","Communication & Textual Studies","Communication & Media Studies","39"
"109430","Human Communication Research","0360-3989","03603989","1468-2958","Arts & Humanities","Communication & Textual Studies","Communication & Media Studies","39"
"113028","Information Communication & Society","1369-118X","1369118X","1468-4462","Arts & Humanities","Communication & Textual Studies","Communication & Media Studies","39"
"105338","International Communication Gazette","1748-0485","17480485","1748-0493","Arts & Humanities","Communication & Textual Studies","Communication & Media Studies","39"
"109275","International Journal of Cultural Studies","1367-8779","13678779","1460-356X","Arts & Humanities","Communication & Textual Studies","Communication & Media Studies","39"
"119559","International Journal of Public Opinion Research","0954-2892","09542892","1471-6909","Arts & Humanities","Communication & Textual Studies","Communication & Media Studies","39"
"111506","Javnost","1318-3222","13183222","","Arts & Humanities","Communication & Textual Studies","Communication & Media Studies","39"
"114042","Journal of Applied Communication Research","0090-9882","00909882","1479-5752","Arts & Humanities","Communication & Textual Studies","Communication & Media Studies","39"
"114222","Journal of Broadcasting & Electronic Media","0883-8151","08838151","1550-6878","Arts & Humanities","Communication & Textual Studies","Communication & Media Studies","39"
"100712","Journal of Business and Technical Communication","1050-6519","10506519","1552-4574","Arts & Humanities","Communication & Textual Studies","Communication & Media Studies","39"
"114566","Journal of Communication","0021-9916","00219916","1460-2466","Arts & Humanities","Communication & Textual Studies","Communication & Media Studies","39"
"104529","Journal of Communication Inquiry","0196-8599","01968599","1552-4612","Arts & Humanities","Communication & Textual Studies","Communication & Media Studies","39"
"114713","Journal of Computer-Mediated Communication","","","1083-6101","Arts & Humanities","Communication & Textual Studies","Communication & Media Studies","39"
"114085","Journal of Media Economics","0899-7764","08997764","1532-7736","Arts & Humanities","Communication & Textual Studies","Communication & Media Studies","39"
"131127","Journal of Popular Film and Television","0195-6051","01956051","1930-6458","Arts & Humanities","Communication & Textual Studies","Communication & Media Studies","39"
"120506","Journalism","1464-8849","14648849","1741-3001","Arts & Humanities","Communication & Textual Studies","Communication & Media Studies","39"
"101009","Journalism and Mass Communication Quarterly","1077-6990","10776990","","Arts & Humanities","Communication & Textual Studies","Communication & Media Studies","39"
"108479","Media Psychology","1521-3269","15213269","1532-785X","Arts & Humanities","Communication & Textual Studies","Communication & Media Studies","39"
"103758","Media, Culture & Society","0163-4437","01634437","1460-3675","Arts & Humanities","Communication & Textual Studies","Communication & Media Studies","39"
"103021","New Media & Society","1461-4448","14614448","1461-7315","Arts & Humanities","Communication & Textual Studies","Communication & Media Studies","39"
"119485","Political Communication","1058-4609","10584609","1091-7675","Arts & Humanities","Communication & Textual Studies","Communication & Media Studies","39"
"114321","Public Relations Review","0363-8111","03638111","","Arts & Humanities","Communication & Textual Studies","Communication & Media Studies","39"
"110879","Quarterly Journal of Speech","0033-5630","00335630","1479-5779","Arts & Humanities","Communication & Textual Studies","Communication & Media Studies","39"
"116032","Screen","0036-9543","00369543","1460-2474","Arts & Humanities","Communication & Textual Studies","Communication & Media Studies","39"
"104184","The Journal of Popular Culture","0022-3840","00223840","1540-5931","Arts & Humanities","Communication & Textual Studies","Communication & Media Studies","39"
"114017","Western Journal of Communication","1057-0314","10570314","1745-1027","Arts & Humanities","Communication & Textual Studies","Communication & Media Studies","39"
"131434","AILA Review","1461-0213","14610213","1570-5595","Arts & Humanities","Communication & Textual Studies","Languages & Linguistics","40"
"109695","American Speech","0003-1283","00031283","1527-2133","Arts & Humanities","Communication & Textual Studies","Languages & Linguistics","40"
"105736","Anglia","0340-5222","03405222","1865-8938","Arts & Humanities","Communication & Textual Studies","Languages & Linguistics","40"
"109991","Annual Review of Applied Linguistics","0267-1905","02671905","1471-6356","Arts & Humanities","Communication & Textual Studies","Languages & Linguistics","40"
"100101","Applied Linguistics","0142-6001","01426001","1477-450X","Arts & Humanities","Communication & Textual Studies","Languages & Linguistics","40"
"131494","Belgian Journal of Linguistics","0774-5141","07745141","1569-9676","Arts & Humanities","Communication & Textual Studies","Languages & Linguistics","40"
"120417","Bulletin de la Societe de Linguistique de Paris","0037-9069","00379069","","Arts & Humanities","Communication & Textual Studies","Languages & Linguistics","40"
"118470","Canadian Journal of Linguistics","0008-4131","00084131","","Arts & Humanities","Communication & Textual Studies","Languages & Linguistics","40"
"101642","Canadian Modern Language Review","0008-4506","00084506","","Arts & Humanities","Communication & Textual Studies","Languages & Linguistics","40"
"119882","Cognitive Linguistics","0936-5907","09365907","1613-3641","Arts & Humanities","Communication & Textual Studies","Languages & Linguistics","40"
"111467","Computer Assisted Language Learning","0958-8221","09588221","1744-3210","Arts & Humanities","Communication & Textual Studies","Languages & Linguistics","40"
"115617","Corpus Linguistics and Linguistic Theory","1613-7027","16137027","1613-7035","Arts & Humanities","Communication & Textual Studies","Languages & Linguistics","40"
"114552","Diachronica","0176-4225","01764225","1569-9714","Arts & Humanities","Communication & Textual Studies","Languages & Linguistics","40"
"109226","Discourse & Society","0957-9265","09579265","1460-3624","Arts & Humanities","Communication & Textual Studies","Languages & Linguistics","40"
"112263","Discourse Studies","1461-4456","14614456","1461-7080","Arts & Humanities","Communication & Textual Studies","Languages & Linguistics","40"
"101633","ELT Journal","0951-0893","09510893","1477-4526","Arts & Humanities","Communication & Textual Studies","Languages & Linguistics","40"
"109789","English for Specific Purposes","0889-4906","08894906","","Arts & Humanities","Communication & Textual Studies","Languages & Linguistics","40"
"102570","English Language and Linguistics","1360-6743","13606743","1469-4379","Arts & Humanities","Communication & Textual Studies","Languages & Linguistics","40"
"120198","English Studies","0013-838X","0013838X","1744-4217","Arts & Humanities","Communication & Textual Studies","Languages & Linguistics","40"
"115727","Folia Linguistica","0165-4004","01654004","1614-7308","Arts & Humanities","Communication & Textual Studies","Languages & Linguistics","40"
"117346","Folia Linguistica Historica","0168-647X","0168647X","1614-7316","Arts & Humanities","Communication & Textual Studies","Languages & Linguistics","40"
"110772","Foreign Language Annals","0015-718X","0015718X","1944-9720","Arts & Humanities","Communication & Textual Studies","Languages & Linguistics","40"
"131690","Functions of Language","0929-998X","0929998X","1569-9765","Arts & Humanities","Communication & Textual Studies","Languages & Linguistics","40"
"132480","Hispania","0018-2133","00182133","","Arts & Humanities","Communication & Textual Studies","Languages & Linguistics","40"
"117724","Intercultural Pragmatics","1612-295X","1612295X","1613-365X","Arts & Humanities","Communication & Textual Studies","Languages & Linguistics","40"
"117727","International Journal of American Linguistics","0020-7071","00207071","1545-7001","Arts & Humanities","Communication & Textual Studies","Languages & Linguistics","40"
"102792","International Journal of Applied Linguistics","0802-6106","08026106","1473-4192","Arts & Humanities","Communication & Textual Studies","Languages & Linguistics","40"
"130443","International journal of bilingual education and bilingualism","1367-0050","13670050","1747-7522","Arts & Humanities","Communication & Textual Studies","Languages & Linguistics","40"
"102610","International Journal of Bilingualism","1367-0069","13670069","","Arts & Humanities","Communication & Textual Studies","Languages & Linguistics","40"
"131821","International Journal of Corpus Linguistics","1384-6655","13846655","1569-9811","Arts & Humanities","Communication & Textual Studies","Languages & Linguistics","40"
"106559","International Journal of Lexicography","0950-3846","09503846","1477-4577","Arts & Humanities","Communication & Textual Studies","Languages & Linguistics","40"
"114628","International Journal of Speech, Language and the Law","1748-8885","17488885","1748-8893","Arts & Humanities","Communication & Textual Studies","Languages & Linguistics","40"
"102618","International Journal of the Sociology of Language","0165-2516","01652516","1613-3668","Arts & Humanities","Communication & Textual Studies","Languages & Linguistics","40"
"112728","International Review of Applied Linguistics in Language Teaching","0019-042X","0019042X","1613-4141","Arts & Humanities","Communication & Textual Studies","Languages & Linguistics","40"
"102621","Interpreting","1384-6647","13846647","1569-982X","Arts & Humanities","Communication & Textual Studies","Languages & Linguistics","40"
"102631","Journal of African Languages and Linguistics","0167-6164","01676164","1613-3811","Arts & Humanities","Communication & Textual Studies","Languages & Linguistics","40"
"109192","Journal of Asian Pacific Communication","0957-6851","09576851","1569-9838","Arts & Humanities","Communication & Textual Studies","Languages & Linguistics","40"
"106947","Journal of East Asian Linguistics","0925-8558","09258558","1572-8560","Arts & Humanities","Communication & Textual Studies","Languages & Linguistics","40"
"129358","Journal of English and Germanic Philology","0363-6941","03636941","","Arts & Humanities","Communication & Textual Studies","Languages & Linguistics","40"
"110747","Journal of English for Academic Purposes","1475-1585","14751585","","Arts & Humanities","Communication & Textual Studies","Languages & Linguistics","40"
"116096","Journal of Linguistic Anthropology","1055-1360","10551360","1548-1395","Arts & Humanities","Communication & Textual Studies","Languages & Linguistics","40"
"114807","Journal of Linguistics","0022-2267","00222267","1469-7742","Arts & Humanities","Communication & Textual Studies","Languages & Linguistics","40"
"104534","Journal of Literary Semantics","0341-7638","03417638","1613-3838","Arts & Humanities","Communication & Textual Studies","Languages & Linguistics","40"
"129016","Journal of Modern Greek Studies","0738-1727","07381727","1086-3265","Arts & Humanities","Communication & Textual Studies","Languages & Linguistics","40"
"117752","Journal of Pidgin and Creole Languages","0920-9034","09209034","1569-9870","Arts & Humanities","Communication & Textual Studies","Languages & Linguistics","40"
"116947","Journal of Politeness Research","1612-5681","16125681","1613-4877","Arts & Humanities","Communication & Textual Studies","Languages & Linguistics","40"
"112130","Journal of Pragmatics","0378-2166","03782166","","Arts & Humanities","Communication & Textual Studies","Languages & Linguistics","40"
"131985","Journal of Quantitative Linguistics","0929-6174","09296174","1744-5035","Arts & Humanities","Communication & Textual Studies","Languages & Linguistics","40"
"108142","Journal of Second Language Writing","1060-3743","10603743","","Arts & Humanities","Communication & Textual Studies","Languages & Linguistics","40"
"118957","Journal of Semantics","0167-5133","01675133","1477-4593","Arts & Humanities","Communication & Textual Studies","Languages & Linguistics","40"
"114296","Journal of Sociolinguistics","1360-6441","13606441","1467-9841","Arts & Humanities","Communication & Textual Studies","Languages & Linguistics","40"
"110898","Langage et Societe","0181-4095","01814095","","Arts & Humanities","Communication & Textual Studies","Languages & Linguistics","40"
"131377","Langages","0458-726X","0458726X","","Arts & Humanities","Communication & Textual Studies","Languages & Linguistics","40"
"114399","Language","0097-8507","00978507","1535-0665","Arts & Humanities","Communication & Textual Studies","Languages & Linguistics","40"
"115953","Language & Communication","0271-5309","02715309","","Arts & Humanities","Communication & Textual Studies","Languages & Linguistics","40"
"107724","Language Acquisition","1048-9223","10489223","1532-7817","Arts & Humanities","Communication & Textual Studies","Languages & Linguistics","40"
"104546","Language and Literature","0963-9470","09639470","1461-7293","Arts & Humanities","Communication & Textual Studies","Languages & Linguistics","40"
"107587","Language Learning","0023-8333","00238333","1467-9922","Arts & Humanities","Communication & Textual Studies","Languages & Linguistics","40"
"111365","Language Learning and Technology","1094-3501","10943501","","Arts & Humanities","Communication & Textual Studies","Languages & Linguistics","40"
"118501","Language Learning Journal","0957-1736","09571736","1753-2167","Arts & Humanities","Communication & Textual Studies","Languages & Linguistics","40"
"122401","Language Policy","1568-4555","15684555","1573-1863","Arts & Humanities","Communication & Textual Studies","Languages & Linguistics","40"
"106434","Language Sciences","0388-0001","03880001","","Arts & Humanities","Communication & Textual Studies","Languages & Linguistics","40"
"109362","Language Teaching Research","1362-1688","13621688","1477-0954","Arts & Humanities","Communication & Textual Studies","Languages & Linguistics","40"
"110824","Language Testing","0265-5322","02655322","1477-0946","Arts & Humanities","Communication & Textual Studies","Languages & Linguistics","40"
"104727","Language Variation and Change","0954-3945","09543945","1469-8021","Arts & Humanities","Communication & Textual Studies","Languages & Linguistics","40"
"124295","Language, Culture and Curriculum","0790-8318","07908318","","Arts & Humanities","Communication & Textual Studies","Languages & Linguistics","40"
"104712","Langue Francaise","0023-8368","00238368","","Arts & Humanities","Communication & Textual Studies","Languages & Linguistics","40"
"112757","Lingua","0024-3841","00243841","","Arts & Humanities","Communication & Textual Studies","Languages & Linguistics","40"
"109872","Linguistic Inquiry","0024-3892","00243892","1530-9150","Arts & Humanities","Communication & Textual Studies","Languages & Linguistics","40"
